Gene	OQ1	OQ2	OQ3	OQ4	OW1	OW2	OW3	OW4
FEX_0006588	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00
FEX_0006589	48.35	32.40	0.00	24.76	51.09	26.36	16.92	0.00
FEX_0006590	3436.97	3362.96	2176.77	3328.99	3236.89	2217.95	2622.00	2157.77
FEX_0006591	153.65	13.60	25.00	20.24	7.91	36.65	24.08	18.00
FEX_0006592	707.41	554.09	282.78	413.99	453.09	582.41	279.41	331.21
FEX_0006593	118.18	157.14	434.87	106.01	36.51	32.59	19.95	60.05
FEX_0006594	12.41	3.77	12.35	4.00	6.40	4.00	4.64	1.74
FEX_0006595	36.45	14.36	13.95	6.67	8.81	3.36	13.48	11.15
FEX_0006596	42.55	49.64	37.05	31.33	25.19	18.64	7.52	2.85
FEX_0006597	114556.18	20611.96	5478.65	11588.94	13308.87	8690.58	11240.33	13516.22
FEX_0006598	148.82	317.04	106.35	259.06	372.13	682.42	679.67	222.78
FEX_0006599	0.00	1.00	5.02	1.00	0.00	3.00	2.00	2.00
FEX_0006600	139.55	161.97	240.12	191.17	476.97	444.00	273.00	342.63
FEX_0006601	4.45	6.03	38.88	3.83	2.20	1.00	2.00	6.62
FEX_0006602	38.00	40.00	185.00	41.00	30.00	52.00	8.00	37.00
FEX_0006603	0.00	1.00	15.00	5.00	3.00	3.00	4.00	1.00
FEX_0006604	425.27	380.45	483.60	208.76	237.69	307.75	279.28	169.48
FEX_0006605	411.24	453.97	299.01	559.55	818.26	1124.49	607.74	675.10
FEX_0006606	39.43	14.79	129.88	45.33	60.74	69.42	17.24	86.90
FEX_0006607	14.20	5.27	0.00	20.09	28.59	25.11	25.40	28.22
FEX_0006608	346.13	410.97	939.11	631.03	500.39	376.98	465.62	330.76
FEX_0006609	0.00	0.00	0.00	0.00	2.02	0.00	0.00	1.02
FEX_0006610	36.00	77.00	105.00	88.00	217.00	199.00	85.00	102.00
FEX_0006611	11.00	9.00	52.00	20.00	14.00	11.00	22.00	15.00
FEX_0006612	5.00	1.00	15.00	7.00	1.00	4.00	6.00	11.00
FEX_0006614	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0006615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006616	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006617	18.20	12.36	13.93	10.98	0.00	16.57	0.00	9.11
FEX_0006618	164.80	186.64	192.07	191.02	192.00	155.43	140.00	182.89
FEX_0006619	46.28	41.34	50.61	66.10	123.61	96.21	122.17	103.47
FEX_0006620	87.89	29.46	0.00	0.00	0.00	59.24	29.53	0.00
FEX_0006621	232.39	181.19	306.79	298.00	128.00	76.81	47.03	159.99
FEX_0006622	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0006623	833.69	568.70	319.33	489.46	1171.15	991.36	1576.76	1505.55
FEX_0006624	10.00	0.00	2.91	0.00	0.00	8.20	2.00	8.00
FEX_0006625	11.78	27.49	21.80	27.00	30.62	27.21	23.45	70.00
FEX_0006626	4.72	17.35	40.21	10.29	22.00	18.96	27.44	35.01
FEX_0006627	2819.68	1964.75	1300.96	1821.04	1843.52	1788.36	2098.84	1470.78
FEX_0006628	36.00	37.00	26.00	39.00	109.00	218.00	105.00	103.00
FEX_0006629	1.00	2.00	3.00	2.00	4.00	0.00	4.00	2.00
FEX_0006630	0.00	0.00	18.83	0.00	0.00	0.00	0.00	0.00
FEX_0006631	30.03	67.20	87.17	179.00	37.00	67.00	92.00	40.00
FEX_0006632	1295.34	1083.08	657.39	886.87	1083.85	1257.32	1186.12	1158.69
FEX_0006633	2385.44	1233.33	1329.16	1918.26	1585.02	2077.53	1316.83	1421.48
FEX_0006634	1352.93	881.63	501.04	783.69	1326.05	1237.04	1601.01	1451.30
FEX_0006635	1586.63	710.04	525.80	536.05	496.93	448.44	562.16	587.22
FEX_0006636	10.00	4.00	7.00	16.00	2.00	4.00	8.00	1.00
FEX_0006637	0.00	0.00	5055.25	0.00	0.00	0.00	0.00	0.00
FEX_0006638	1021.88	748.01	703.53	643.68	786.29	869.09	702.39	519.64
FEX_0006639	2.00	5.00	2.00	3.00	0.00	1.00	1.00	1.00
FEX_0006640	3315.54	3324.68	681.16	2504.29	5908.14	4594.57	4415.78	4801.50
FEX_0006641	1025.30	1023.28	1182.74	1102.46	539.40	365.08	331.64	133.21
FEX_0006642	5188.88	3372.66	2989.96	3143.05	2213.78	3005.96	2134.79	2459.72
FEX_0006643	1041.83	137.29	365.99	990.59	437.68	1068.47	304.56	508.57
FEX_0006644	25.00	34.00	49.00	35.00	24.00	39.00	38.00	56.00
FEX_0006645	9.95	19.99	187.35	12.84	6.38	10.03	3.61	1.15
FEX_0006646	239.05	155.03	107.18	113.16	176.53	248.82	203.39	74.85
FEX_0006647	3345.04	1824.46	883.63	1154.64	2632.27	1592.02	2791.25	2380.95
FEX_0006648	733.96	580.54	648.37	470.36	870.73	881.98	795.75	674.05
FEX_0006649	8.24	17.03	52.49	9.46	2.01	7.89	1.82	9.61
FEX_0006650	527.76	508.97	331.51	428.54	428.99	370.11	273.18	255.39
FEX_0006651	1380.00	1128.00	532.00	948.00	1262.00	1212.00	1126.00	975.00
FEX_0006652	0.00	4.00	2.80	0.00	0.00	4.11	0.00	0.00
FEX_0006653	2.00	1.00	5.30	0.00	2.00	14.92	10.00	7.00
FEX_0006654	126.00	180.00	135.90	189.00	99.00	90.97	68.00	33.00
FEX_0006655	1942.18	1865.20	2352.12	2269.94	1259.36	1144.47	2080.36	838.29
FEX_0006656	5134.14	6030.84	7162.28	6225.76	1551.60	892.33	1398.12	468.25
FEX_0006657	693.88	326.34	267.30	232.16	562.48	491.52	1291.98	1105.36
FEX_0006658	482.64	395.72	864.27	330.48	287.08	298.54	216.10	210.38
FEX_0006659	470.36	446.28	568.73	514.52	433.92	388.46	361.90	223.62
FEX_0006660	82.00	58.00	100.00	63.00	84.00	51.00	86.00	70.00
FEX_0006661	2.00	2.00	7.00	19.00	1.00	3.00	13.00	3.00
FEX_0006662	64.00	28.00	99.00	97.00	45.01	59.00	85.00	41.01
FEX_0006663	7.00	5.27	5.38	8.73	1.02	10.36	3.02	10.25
FEX_0006664	2.00	1.00	9.00	11.00	9.00	4.00	11.00	6.00
FEX_0006666	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0006667	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006668	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0006669	32.75	3.00	2.05	5.25	50.18	9.35	15.47	1.02
FEX_0006670	0.00	0.00	1.00	4.00	0.00	1.00	3.00	2.59
FEX_0006671	10.00	9.00	11.00	32.00	10.00	32.00	54.24	31.00
FEX_0006672	1049.76	654.16	376.73	559.72	1069.33	635.85	1080.15	945.99
FEX_0006673	401.24	328.84	325.27	323.28	316.67	303.15	249.85	126.01
FEX_0006674	8.00	5.00	18.00	2.00	11.00	1.00	0.00	12.00
FEX_0006675	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006676	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006677	31.29	33.12	22.15	15.92	10.92	5.32	20.44	10.66
FEX_0006678	0.00	4.44	3.00	0.00	0.00	0.00	0.00	3.00
FEX_0006679	11.14	7.74	20.33	4.03	0.00	1.10	5.04	3.00
FEX_0006680	7.00	3.00	10.00	3.00	3.00	4.00	2.00	11.00
FEX_0006681	4.95	4.00	3.65	2.00	2.02	1.00	0.00	0.00
FEX_0006682	78.10	41.37	78.76	69.90	26.56	50.40	72.48	49.96
FEX_0006683	4.00	4.00	4.23	4.00	5.29	3.00	8.00	1.00
FEX_0006684	16.88	21.08	15.83	13.75	7.04	27.66	17.54	18.19
FEX_0006685	71.28	35.78	70.40	89.90	32.14	68.71	100.78	74.69
FEX_0006686	9.19	0.00	1.15	2.16	3.30	1.94	6.39	4.55
FEX_0006687	2.00	0.00	5.00	7.00	0.00	0.00	3.00	2.00
FEX_0006688	0.00	1.07	0.00	0.00	0.00	0.00	4.00	0.00
FEX_0006689	25.00	1.00	8.00	48.00	0.00	22.00	2.00	27.00
FEX_0006691	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006692	3075.45	2059.27	1561.88	1635.89	3885.02	2504.01	5635.18	3665.56
FEX_0006693	401.16	163.56	258.72	338.26	386.54	260.36	697.23	604.18
FEX_0006694	336.93	350.34	338.98	372.59	213.04	224.52	182.20	146.16
FEX_0006695	363.07	471.66	349.02	453.41	428.96	427.48	353.80	299.84
FEX_0006696	10690.95	7091.37	2437.20	3074.73	1387.53	520.85	890.61	1012.43
FEX_0006697	2189.17	1426.71	374.63	258.81	245.00	206.22	220.28	104.85
FEX_0006698	9.00	2.00	6.00	1.06	1.00	15.31	9.00	2.00
FEX_0006699	13.00	34.00	81.00	70.94	54.00	76.69	31.00	39.00
FEX_0006700	919.27	657.11	892.09	1222.83	1387.58	1664.91	908.03	832.34
FEX_0006701	428.10	255.83	369.50	184.84	271.45	151.59	282.48	238.83
FEX_0006702	34.76	87.06	23.57	3.52	73.98	145.83	77.49	80.17
FEX_0006703	2.40	3.00	1.03	2.47	2.00	2.00	5.00	4.00
FEX_0006704	2732.34	1227.62	597.86	676.78	1452.99	995.37	1506.30	1038.47
FEX_0006705	12.00	27.00	50.06	34.00	16.00	31.00	13.00	14.00
FEX_0006706	7.00	3.00	11.00	5.00	2.00	5.00	3.00	5.00
FEX_0006708	15.26	17.38	41.25	38.98	5.01	22.63	17.70	7.53
FEX_0006709	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006710	1231.78	1591.26	214.19	92.18	980.54	179.91	395.08	67.63
FEX_0006711	1414.22	1199.74	980.81	1390.82	1029.46	943.09	804.92	635.37
FEX_0006712	30.71	31.08	64.28	29.52	8.84	75.03	33.98	41.55
FEX_0006713	644.74	632.97	656.75	452.83	1213.17	967.51	652.43	965.95
FEX_0006714	253.98	259.77	406.16	214.08	88.64	135.42	47.28	11.69
FEX_0006715	611.58	457.19	416.81	473.57	498.35	568.04	376.30	374.56
FEX_0006716	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006717	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006718	24.00	25.00	18.00	14.00	19.00	14.00	3.00	9.00
FEX_0006719	5.00	1.00	2.00	7.00	0.00	0.00	3.00	0.00
FEX_0006720	0.00	1.00	0.00	1.00	1.00	0.00	0.00	0.00
FEX_0006722	10.00	5.00	7.00	13.00	6.00	7.00	10.00	5.00
FEX_0006724	1.44	1.34	5.40	7.57	0.00	0.00	0.00	3.15
FEX_0006725	24.00	5.00	13.00	1.00	0.00	1.00	9.00	2.00
FEX_0006727	36307.00	29877.00	21702.00	39532.00	93283.00	50712.00	80193.00	84129.00
FEX_0006728	12.98	3.20	11.00	5.56	4.03	4.07	6.00	1.36
FEX_0006729	4.00	6.00	36.00	2.00	4.00	1.00	5.00	0.00
FEX_0006730	28.32	6.66	49.00	22.99	9.00	15.00	28.00	14.46
FEX_0006731	11.85	6.18	0.00	3.02	0.00	0.00	0.00	0.83
FEX_0006732	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0006733	0.00	2.24	0.00	3.50	2.97	0.93	1.00	1.40
FEX_0006734	10.00	13.00	31.00	11.00	7.00	12.33	17.00	15.00
FEX_0006735	29.00	17.00	85.00	15.00	3.00	31.67	11.00	8.00
FEX_0006736	507.38	510.61	1177.92	1072.05	325.27	344.75	291.13	150.19
FEX_0006737	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006738	1.00	0.00	6.00	3.00	0.00	5.00	8.00	2.00
FEX_0006739	7.00	1.00	2.00	6.00	0.00	4.00	3.00	2.00
FEX_0006742	5.00	2.00	7.00	28.00	15.00	20.00	11.00	17.00
FEX_0006743	317.85	262.72	422.01	234.93	201.00	295.31	194.00	118.95
FEX_0006744	28.00	14.00	19.00	12.00	7.00	30.00	20.00	9.00
FEX_0006745	34.62	10.66	28.70	39.13	10.77	86.95	48.88	19.02
FEX_0006746	661.00	594.43	969.24	724.00	313.61	326.00	169.00	186.48
FEX_0006747	0.00	4.57	1.34	0.00	2.39	0.00	0.00	2.52
FEX_0006748	6.00	12.00	12.00	9.00	2.00	6.00	7.00	4.00
FEX_0006749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006750	17.00	0.00	0.00	0.00	0.99	0.00	0.00	0.00
FEX_0006751	61.30	48.63	129.48	64.46	23.19	40.34	32.00	16.00
FEX_0006752	113.08	31.61	29.87	595.51	517.14	2655.59	11314.36	433.97
FEX_0006753	744.00	899.00	661.00	323.00	112.61	189.00	279.93	55.00
FEX_0006754	1941.92	1109.12	581.94	1124.26	1403.81	1158.71	1691.63	1017.81
FEX_0006755	0.00	1.01	9.82	2.05	1.01	0.00	1.00	0.00
FEX_0006756	83.39	75.95	163.97	12.61	0.00	13.78	14.72	0.00
FEX_0006757	2.00	5.00	4.00	2.00	2.00	0.00	8.00	1.00
FEX_0006758	1480.00	1126.00	1467.00	1310.00	1045.00	1076.00	648.00	821.00
FEX_0006759	847.00	843.00	1180.00	1020.00	1253.00	1327.00	760.00	894.00
FEX_0006760	0.00	1.00	3.00	0.00	0.00	1.00	1.00	0.00
FEX_0006761	1282.75	886.01	1054.22	999.97	1431.22	1202.08	1505.48	1217.10
FEX_0006762	184.25	249.99	227.78	190.03	220.78	237.92	188.52	154.90
FEX_0006763	297.00	317.00	521.00	371.00	161.00	277.00	162.00	204.00
FEX_0006764	258.00	353.00	327.00	273.00	400.00	275.00	331.00	238.00
FEX_0006765	795.83	679.75	413.71	534.34	785.55	822.43	1230.39	1073.36
FEX_0006766	322.65	286.02	35.92	50.45	399.18	540.04	310.35	218.27
FEX_0006767	3109.01	2484.11	3422.08	3909.97	2688.14	2276.42	2151.10	1537.01
FEX_0006768	4131.51	4475.11	3357.29	3865.18	2767.14	2396.11	2752.16	2001.35
FEX_0006769	2335.43	1398.30	1229.02	1388.92	1868.85	1664.71	2007.56	1599.53
FEX_0006770	6606.93	3845.18	1820.58	2431.70	4128.78	3665.06	6509.88	3610.72
FEX_0006771	7.00	9.00	21.00	6.00	10.00	3.00	5.00	5.00
FEX_0006772	54.00	47.56	24.37	17.67	24.56	63.03	27.70	48.77
FEX_0006773	2550.89	2390.76	1351.42	1578.37	1222.44	1305.65	1461.46	902.44
FEX_0006774	669.11	514.24	306.58	449.63	864.56	811.35	1090.54	839.56
FEX_0006775	417.83	293.00	308.00	266.00	158.00	151.00	224.00	155.11
FEX_0006776	6.00	0.00	1.00	1.00	2.00	3.00	12.00	9.00
FEX_0006777	3.00	3.00	2.00	4.00	2.00	10.00	7.00	3.00
FEX_0006778	2082.02	1057.33	943.63	1669.96	606.40	521.28	399.61	313.43
FEX_0006779	1394.31	547.10	245.53	535.69	682.23	575.46	746.34	353.21
FEX_0006780	476.67	517.57	514.85	512.35	679.37	1015.27	611.05	509.36
FEX_0006781	25.00	7.00	56.00	42.00	7.00	51.00	40.00	12.00
FEX_0006782	3299.74	2134.54	1263.02	2055.70	3102.18	2453.96	4789.30	3012.92
FEX_0006783	311.26	192.46	97.98	160.30	192.82	219.04	164.70	147.08
FEX_0006784	138.77	126.22	61.44	219.28	177.66	181.31	225.80	97.67
FEX_0006785	848.65	1012.77	1442.82	1228.08	342.12	855.47	832.42	421.15
FEX_0006786	2.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00
FEX_0006787	1103.77	646.18	382.89	336.07	1325.29	1374.58	845.08	896.49
FEX_0006788	2.00	1.00	1.00	0.00	0.00	6.00	7.00	3.00
FEX_0006789	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006790	571.82	589.83	1308.85	595.57	815.93	772.64	989.69	862.69
FEX_0006791	1.00	0.00	1.00	1.00	1.00	2.00	1.00	0.00
FEX_0006792	248.06	112.34	274.02	70.26	0.00	83.50	70.82	0.00
FEX_0006793	972.91	972.07	1209.05	1483.65	1180.43	1452.26	1024.71	1240.82
FEX_0006794	41.12	60.78	38.69	34.44	0.00	50.51	43.83	0.00
FEX_0006795	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006796	0.00	0.00	45.89	2.22	11.74	16.13	0.00	50.18
FEX_0006797	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006798	1077.34	294.33	60.49	288.62	1.83	6.60	37.64	0.00
FEX_0006799	205.57	185.47	37.87	153.81	0.00	0.00	0.00	0.00
FEX_0006800	4.00	2.00	4.10	3.00	14.00	15.43	19.60	13.00
FEX_0006801	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006802	9.00	2.00	1.00	10.00	5.00	6.00	16.00	2.00
FEX_0006803	1139.44	1102.91	1749.34	1528.75	1607.81	1829.89	1094.46	1597.73
FEX_0006804	478.66	412.09	1264.19	743.15	833.43	739.23	688.68	546.43
FEX_0006805	5.07	1.00	1.14	6.10	5.08	8.00	7.00	5.06
FEX_0006806	127.00	188.00	352.00	206.00	105.00	126.00	72.00	229.00
FEX_0006807	2.00	0.00	4.00	0.00	0.00	1.00	0.00	0.00
FEX_0006808	814.39	575.17	650.40	262.86	581.45	521.63	395.59	314.26
FEX_0006809	43.00	17.00	8.00	65.00	4.00	58.85	13.00	39.76
FEX_0006811	14.00	1.00	0.00	6.00	2.00	6.00	0.00	3.00
FEX_0006812	0.00	1.01	0.00	4.00	0.00	0.00	0.00	0.00
FEX_0006813	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0006815	24.00	2.00	15.00	13.08	8.00	7.02	9.31	20.00
FEX_0006816	22.27	14.92	40.67	19.08	30.42	16.63	28.97	19.42
FEX_0006817	22.04	10.09	3.86	18.09	0.00	7.46	16.02	7.24
FEX_0006818	0.00	1.00	1.00	1.03	0.00	0.00	1.00	0.00
FEX_0006819	16.53	9.23	26.81	13.98	13.29	8.36	21.60	21.38
FEX_0006821	57.67	24.95	26.15	51.19	24.02	52.24	51.05	26.35
FEX_0006823	0.00	4.00	7.00	5.00	1.00	3.00	6.00	5.09
FEX_0006824	0.00	2.00	3.00	3.00	0.00	0.00	0.00	0.00
FEX_0006825	6.45	3.98	3.00	5.64	2.39	7.53	8.90	13.61
FEX_0006826	6.84	17.11	6.90	7.00	10.52	7.00	16.44	8.00
FEX_0006827	0.00	0.00	0.09	0.00	0.00	0.00	0.00	1.00
FEX_0006828	5.00	26.00	11.91	18.92	5.00	33.92	30.00	0.00
FEX_0006829	0.00	0.00	1.03	2.22	1.00	1.00	1.00	0.00
FEX_0006830	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006831	12.70	2.04	7.44	11.28	5.85	5.59	9.08	9.14
FEX_0006833	1.00	1.00	2.64	2.10	0.00	2.15	1.04	2.04
FEX_0006834	0.00	2.62	1.59	5.59	1.00	0.00	0.00	0.00
FEX_0006835	11.00	19.00	29.00	42.00	27.00	41.00	48.71	25.01
FEX_0006836	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00
FEX_0006837	19.00	1.00	12.00	24.00	6.00	26.83	21.00	19.00
FEX_0006838	1.00	1.00	2.00	2.00	8.00	5.00	2.00	7.00
FEX_0006839	1356.77	1172.80	1143.68	1206.73	1375.56	1394.30	985.35	804.12
FEX_0006840	20.00	12.00	33.05	15.00	4.00	9.02	6.00	6.03
FEX_0006841	13.00	7.00	26.00	24.00	6.00	7.01	20.00	9.00
FEX_0006842	18.00	5.00	22.00	9.00	11.00	7.00	8.00	0.00
FEX_0006843	5.00	1.00	9.00	11.00	4.00	26.00	3.00	9.00
FEX_0006844	13.00	16.00	31.00	25.00	7.00	10.00	18.00	12.00
FEX_0006845	238.20	356.58	228.27	187.14	240.87	183.08	208.13	141.40
FEX_0006846	514.03	437.62	505.99	460.13	639.57	547.59	558.52	306.45
FEX_0006847	278.49	277.60	705.81	511.88	359.83	305.84	184.64	215.17
FEX_0006848	12509.51	9960.40	7924.19	7805.12	11967.17	10326.16	28633.36	15864.83
FEX_0006849	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006850	0.00	2.00	4.00	2.00	7.00	2.00	3.00	2.00
FEX_0006851	3.35	0.00	0.00	0.00	7.33	0.00	0.00	0.00
FEX_0006852	15.32	3.46	23.20	6.70	0.00	8.81	5.25	32.00
FEX_0006853	7.32	10.54	12.80	14.30	4.67	6.19	3.75	0.00
FEX_0006854	220.00	575.00	634.00	777.00	612.00	197.00	94.00	58.00
FEX_0006855	1004.00	1354.00	1138.00	1274.00	289.00	735.98	281.00	469.00
FEX_0006856	1518.36	1603.72	4852.09	3478.71	1647.70	2576.13	1341.57	1612.43
FEX_0006857	6037.64	3592.28	3308.91	2514.13	3074.25	3524.87	2274.43	3655.53
FEX_0006858	6.71	0.45	3.50	1.84	0.00	0.00	0.00	0.00
FEX_0006859	14.29	3.55	13.50	12.16	13.00	8.00	28.00	21.00
FEX_0006860	650.83	288.41	111.45	82.55	85.08	124.81	5.21	42.43
FEX_0006861	447.32	188.98	111.00	279.39	534.35	237.42	559.66	209.40
FEX_0006862	1157.85	594.61	359.55	412.06	243.58	85.77	93.13	111.27
FEX_0006863	335.00	290.00	810.00	613.00	587.00	289.00	260.00	267.00
FEX_0006864	89.00	111.00	438.00	145.00	78.00	87.00	57.00	63.00
FEX_0006865	0.00	0.00	4.00	2.00	0.00	1.00	1.00	0.00
FEX_0006867	0.00	0.00	3.00	0.00	0.00	0.00	3.00	6.00
FEX_0006868	8.74	6.00	29.95	9.48	7.00	19.65	13.99	5.65
FEX_0006871	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006872	1.00	0.00	3.00	0.00	0.00	2.00	0.00	0.00
FEX_0006873	6.00	0.00	1.00	1.00	1.00	3.00	6.00	10.00
FEX_0006874	843.78	484.38	375.79	586.83	878.40	1016.96	995.77	758.83
FEX_0006875	380.02	304.00	198.11	347.06	536.00	441.00	478.04	353.10
FEX_0006876	186.01	171.36	133.40	151.39	235.00	288.00	207.30	177.01
FEX_0006877	2111.50	1530.38	658.27	1310.16	2773.08	2688.64	3981.35	4203.10
FEX_0006878	2457.95	1967.06	1184.14	2191.85	2765.26	2363.89	2756.63	2852.08
FEX_0006879	81.94	66.75	99.88	26.98	128.17	39.66	136.00	79.42
FEX_0006880	49.06	38.25	44.12	21.02	31.83	30.34	59.24	25.61
FEX_0006881	5.85	0.00	0.00	3.00	0.00	2.00	0.00	1.00
FEX_0006882	0.00	1.00	0.00	3.00	0.00	1.00	1.00	0.00
FEX_0006883	389.00	321.00	143.00	190.00	247.09	180.00	191.02	127.00
FEX_0006884	521.15	241.46	261.36	333.69	657.36	517.42	1218.92	895.63
FEX_0006885	970.12	602.13	489.73	681.12	1453.02	1163.42	2029.61	2132.54
FEX_0006886	529.73	447.41	303.91	401.22	593.62	269.24	735.59	524.89
FEX_0006887	60.01	28.22	30.88	28.09	17.04	12.34	1.45	7.14
FEX_0006888	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006889	2984.98	2056.78	2066.12	1685.91	1553.96	1505.66	1245.31	889.86
FEX_0006890	6554.61	5108.57	5435.79	5476.99	5522.34	5765.77	5576.79	4731.82
FEX_0006891	1198.67	793.17	660.12	1039.90	2179.97	1851.41	3058.14	2866.16
FEX_0006892	4690.26	2721.06	5573.72	5649.74	6041.82	4513.64	7440.80	5911.26
FEX_0006893	0.00	0.00	0.00	0.00	0.00	2.71	0.00	0.00
FEX_0006894	2.78	751.70	272.03	0.00	3.55	582.48	261.59	2.56
FEX_0006895	40.21	1201.85	249.97	21.69	33.26	308.72	243.04	24.16
FEX_0006896	1065.16	805.49	2377.57	1512.42	797.50	826.06	470.82	521.35
FEX_0006897	103.47	87.18	134.21	72.69	30.05	33.89	42.25	25.87
FEX_0006898	343.42	384.27	498.10	413.01	310.25	318.42	459.43	211.01
FEX_0006899	618.67	283.90	188.77	199.98	429.24	537.02	607.28	261.61
FEX_0006900	343.50	298.96	513.49	405.35	274.62	335.38	225.53	192.27
FEX_0006901	1723.96	837.04	603.51	860.65	1402.38	1216.62	1912.47	2387.54
FEX_0006902	418.00	188.00	248.00	183.00	301.00	376.00	323.00	255.00
FEX_0006903	0.00	725.02	90.21	0.00	2.01	756.85	575.14	0.00
FEX_0006904	2.00	0.00	1.00	9.00	0.00	9.00	18.00	6.00
FEX_0006905	37.00	42.00	77.00	84.00	39.00	23.00	10.00	9.00
FEX_0006906	80.71	51.23	99.75	106.49	2.34	45.21	1.79	0.00
FEX_0006907	45.29	45.77	55.25	44.51	51.75	78.79	90.21	75.00
FEX_0006908	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0006909	2249.00	1621.96	1106.57	1107.00	1502.00	1505.63	1786.95	1251.00
FEX_0006910	0.00	1.04	0.00	0.00	0.00	0.00	1.05	0.00
FEX_0006911	1411.19	1526.00	1051.09	1351.41	780.02	1009.80	620.03	468.00
FEX_0006912	762.00	818.00	975.00	801.00	521.00	551.00	494.00	183.00
FEX_0006913	992.00	947.00	658.00	728.00	613.00	442.00	339.00	221.00
FEX_0006914	2200.00	1871.00	845.50	211.51	1647.86	197.00	1290.54	109.59
FEX_0006915	35.00	31.00	26.00	43.00	2.00	46.00	119.00	4.00
FEX_0006916	1141.00	929.00	643.00	1047.00	1360.00	1199.00	1350.00	920.00
FEX_0006917	0.00	18.00	0.00	1.00	1.00	3.00	6.00	0.00
FEX_0006918	2639.52	2139.50	1918.25	1988.40	4106.94	3064.55	4472.31	2519.50
FEX_0006919	30.00	13.00	4.00	18.00	11.00	24.00	7.00	5.00
FEX_0006920	80.00	51.00	26.00	57.00	51.00	37.00	15.00	63.00
FEX_0006921	142.32	201.94	149.31	283.31	140.29	179.58	78.44	148.15
FEX_0006922	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006923	419.00	107.00	84.00	195.00	213.00	175.00	279.00	180.00
FEX_0006924	2.00	1.00	16.00	20.00	6.00	7.00	6.00	2.00
FEX_0006925	213.64	223.44	85.51	285.87	326.41	259.37	297.85	208.08
FEX_0006926	504.70	801.32	456.66	653.64	933.64	1034.63	972.43	941.32
FEX_0006927	325.42	217.87	306.98	309.40	275.90	215.67	217.16	223.10
FEX_0006928	32.00	33.00	15.00	18.00	69.00	70.00	32.00	49.00
FEX_0006929	1210.36	832.90	497.99	898.22	1754.57	1881.58	2402.75	2315.54
FEX_0006930	124.64	115.10	167.01	169.78	153.43	208.42	153.25	161.05
FEX_0006931	276.93	169.87	221.88	173.82	104.86	87.62	27.98	11.10
FEX_0006932	109.61	132.05	97.01	165.30	21.04	75.39	217.49	121.16
FEX_0006933	55.83	132.05	177.63	96.77	46.81	36.31	25.80	23.38
FEX_0006934	296.70	357.06	1558.57	687.59	216.30	283.18	258.03	122.37
FEX_0006935	855.30	600.68	236.51	510.29	1025.36	1238.37	1332.57	1584.81
FEX_0006936	418.42	483.65	567.93	613.50	298.15	289.97	246.41	245.33
FEX_0006937	694.58	704.35	418.07	614.50	740.85	869.03	818.59	1103.67
FEX_0006938	27.00	40.00	202.00	73.00	34.00	27.00	22.00	32.00
FEX_0006939	37.00	26.00	33.00	27.00	33.00	30.00	43.00	29.00
FEX_0006940	840.62	959.54	594.85	814.34	937.68	830.16	779.11	507.88
FEX_0006941	660.34	793.57	646.81	631.05	687.31	668.13	505.89	538.00
FEX_0006942	58.00	95.00	215.00	100.00	81.00	82.00	50.00	48.00
FEX_0006943	61.00	16.00	11.00	42.00	28.00	44.00	18.00	16.00
