Gene	OQ1	OQ2	OQ3	OQ4	YQ1	YQ2	YQ3	YQ4
FEX_0005538	33.12	12.41	9.76	8.60	1.00	3.19	3.00	18.27
FEX_0005540	9.03	19.55	28.42	6.74	15.70	39.55	5.72	62.42
FEX_0005541	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.14
FEX_0005543	7.00	2.00	13.66	17.93	6.58	3.00	6.00	5.01
FEX_0005544	1.02	4.60	0.00	4.09	1.22	1.00	2.11	0.00
FEX_0005545	7.34	17.11	5.98	5.93	3.00	7.64	2.35	9.83
FEX_0005546	1.00	1.00	1.00	3.00	0.00	0.00	3.00	9.00
FEX_0005547	20.00	15.75	11.66	44.49	13.43	7.36	10.72	37.70
FEX_0005548	222.44	287.96	461.25	226.04	343.17	286.61	324.36	340.54
FEX_0005549	8.56	9.78	2.56	12.62	1.30	11.39	3.90	8.74
FEX_0005550	321.67	265.53	194.54	337.04	190.12	212.98	158.72	256.80
FEX_0005551	300.33	136.47	114.46	170.96	232.88	132.02	187.28	208.20
FEX_0005552	8.00	1.00	19.00	5.00	0.00	4.00	1.00	8.00
FEX_0005553	2427.94	2100.14	1103.91	1751.86	2473.64	1962.53	1523.52	2126.19
FEX_0005554	578.52	367.69	240.25	427.76	372.05	337.48	341.42	392.45
FEX_0005555	39.71	30.63	16.48	18.45	10.09	38.51	6.32	29.89
FEX_0005556	574.61	754.87	547.14	596.46	681.20	779.39	649.30	718.46
FEX_0005557	1311.39	815.13	344.86	750.54	786.80	639.61	441.74	807.54
FEX_0005558	0.00	0.00	0.00	0.00	97.28	0.00	0.00	10.23
FEX_0005559	208.03	261.17	571.88	287.42	607.60	716.46	2027.04	726.63
FEX_0005560	507.13	597.82	501.93	597.66	589.12	666.53	875.88	750.56
FEX_0005561	4.04	2.01	0.00	1.00	0.00	4.01	13.07	15.61
FEX_0005562	0.00	0.00	2.00	0.00	5.00	0.00	5.00	5.00
FEX_0005563	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0005564	3.00	2.00	7.00	2.00	20.00	9.00	14.00	14.00
FEX_0005565	259.33	152.64	262.84	218.47	147.63	129.00	81.00	100.27
FEX_0005566	20.67	10.36	31.16	27.53	10.37	0.00	0.00	20.73
FEX_0005567	408.00	190.00	555.00	189.00	182.00	151.00	73.00	99.00
FEX_0005568	16.00	4.00	31.00	25.00	9.00	8.49	8.00	20.01
FEX_0005569	377.25	136.77	99.05	74.37	36.35	62.18	30.29	51.19
FEX_0005570	3975.75	1209.23	699.95	463.63	264.65	288.26	174.71	283.81
FEX_0005571	16.00	2.00	6.00	7.00	9.00	0.00	1.00	0.00
FEX_0005572	8.00	10.00	6.00	9.00	8.00	5.00	2.00	8.00
FEX_0005573	7.00	10.00	11.00	1.00	7.00	9.00	6.00	6.00
FEX_0005574	1046.07	619.72	693.57	586.67	225.24	245.97	99.94	162.58
FEX_0005575	2.00	4.00	26.00	2.00	38.00	57.00	16.00	48.00
FEX_0005576	3.00	1.00	7.00	1.00	2.00	2.00	10.00	6.00
FEX_0005577	133.31	149.39	191.05	120.15	190.39	221.65	106.61	128.10
FEX_0005578	6.00	7.00	3.00	10.07	1.00	4.02	2.00	7.00
FEX_0005579	10.00	2.00	11.00	3.00	5.00	11.98	2.00	8.00
FEX_0005580	19.00	10.00	42.00	21.00	11.00	22.00	7.00	27.00
FEX_0005581	2.00	4.00	1.00	4.00	1.00	2.00	0.00	1.00
FEX_0005582	1528.62	647.88	1575.39	782.18	1482.38	1650.39	844.45	1100.32
FEX_0005583	486.18	439.63	452.57	503.46	397.18	519.82	283.93	500.83
FEX_0005584	885.59	872.81	737.85	828.98	765.36	758.67	650.19	689.08
FEX_0005585	357.23	373.57	1410.58	329.56	250.45	537.51	228.88	624.10
FEX_0005586	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0005587	272.87	258.86	289.19	270.36	118.61	264.80	87.72	175.40
FEX_0005588	2615.72	2122.22	2405.12	1783.35	924.56	1341.51	956.28	1282.96
FEX_0005589	947.00	712.00	711.83	469.00	485.22	759.42	552.00	763.64
FEX_0005590	1.00	0.00	4.29	1.17	0.00	0.00	2.01	0.00
FEX_0005591	4.00	6.00	8.00	4.00	3.00	3.00	6.00	5.00
FEX_0005592	1828.41	1294.64	807.69	820.13	2508.71	2015.11	1489.70	1775.68
FEX_0005593	4460.96	3000.35	1475.41	3104.97	3167.04	3111.16	3103.36	3398.77
FEX_0005594	54.63	36.20	32.90	40.62	45.25	76.73	41.18	45.54
FEX_0005595	41.00	41.00	66.00	58.00	26.00	39.00	13.00	29.00
FEX_0005596	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0005597	0.00	0.00	0.98	2.00	0.00	1.00	0.00	1.03
FEX_0005598	11.00	7.00	22.00	16.00	2.00	8.00	4.00	14.00
FEX_0005599	16.01	3.10	37.55	27.47	23.31	17.45	16.12	26.34
FEX_0005601	12.00	5.00	4.00	5.00	7.00	8.00	1.00	3.00
FEX_0005602	0.00	0.00	0.00	3.28	0.00	0.00	1.89	0.00
FEX_0005604	0.00	0.00	0.00	0.00	0.00	2.00	1.00	5.00
FEX_0005605	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005606	0.00	1.00	1.28	2.00	1.00	1.00	0.00	2.00
FEX_0005607	2170.41	1250.50	1113.25	848.48	1541.83	2119.53	1189.29	1437.04
FEX_0005608	163.59	30.44	103.17	65.33	177.15	108.25	1069.70	68.67
FEX_0005609	672.09	536.16	500.49	635.71	376.63	549.81	378.16	384.14
FEX_0005610	132.71	87.84	329.89	134.29	103.37	177.19	67.84	124.86
FEX_0005612	7.00	8.00	8.03	21.25	5.00	6.00	2.00	19.00
FEX_0005613	442.00	415.00	226.00	243.00	448.00	346.00	304.00	285.00
FEX_0005614	279.00	235.00	105.00	345.00	162.00	294.00	219.00	272.00
FEX_0005615	2174.00	3360.00	6269.00	4871.00	3973.00	7567.00	4145.00	8978.00
FEX_0005616	1173.00	897.00	3992.00	1596.00	1006.00	1742.00	623.00	959.00
FEX_0005617	517.00	458.00	435.00	411.20	848.00	684.00	1083.00	483.00
FEX_0005618	23.00	24.00	42.00	37.56	41.00	82.00	44.00	128.00
FEX_0005619	531.00	609.00	1180.00	1270.00	552.00	1374.00	736.00	1577.00
FEX_0005620	17.00	41.00	123.00	65.00	46.00	70.00	71.00	50.00
FEX_0005621	8.00	2.00	8.00	7.00	78.00	77.00	443.00	59.00
FEX_0005622	16.73	5.20	17.12	8.53	11.52	22.05	5.22	19.00
FEX_0005623	360.89	396.74	335.46	380.58	625.97	755.73	226.39	551.09
FEX_0005624	1380.99	1498.62	1189.04	1609.35	1275.58	1707.69	1325.74	1675.05
FEX_0005625	8.00	1.81	3.00	2.71	1.00	2.00	0.00	2.00
FEX_0005626	1551.80	951.48	726.37	1072.14	774.93	1044.35	848.47	944.86
FEX_0005627	189.68	71.46	132.07	126.79	157.62	148.44	126.19	144.41
FEX_0005628	87.31	113.49	114.86	63.98	138.21	127.86	37.45	115.40
FEX_0005629	1265.54	1758.59	1055.44	1808.04	1025.77	1872.00	1191.00	1810.84
FEX_0005630	48.81	64.15	53.92	58.80	40.07	80.22	42.75	56.00
FEX_0005631	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
FEX_0005632	5.19	6.85	1.08	17.20	4.93	14.78	9.25	8.00
FEX_0005633	982.00	1436.00	1507.00	1661.35	826.00	1954.00	991.00	1622.00
FEX_0005634	1697.00	1626.00	2074.00	1500.00	2015.00	2216.00	1242.00	2765.00
FEX_0005635	89.28	89.24	49.67	84.47	58.55	99.10	53.24	112.56
FEX_0005636	239.72	187.76	133.33	204.53	159.45	194.90	154.76	192.44
FEX_0005637	94.00	120.00	141.00	126.00	121.00	182.00	167.00	174.00
FEX_0005638	6.45	0.00	2.20	0.00	0.00	0.00	0.00	3.33
FEX_0005639	895.55	585.26	126.99	333.34	506.54	485.00	271.74	347.40
FEX_0005640	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
FEX_0005641	5.00	2.00	25.00	12.00	15.00	8.00	5.00	12.00
FEX_0005642	2.00	1.00	5.00	4.00	3.00	0.00	0.00	2.00
FEX_0005644	160.00	106.62	118.01	121.83	39.47	41.00	40.00	62.95
FEX_0005645	1.00	1.00	0.00	0.00	1.00	0.00	1.01	1.00
FEX_0005646	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0005647	3.00	1.00	2.00	3.00	0.00	0.00	0.00	0.00
FEX_0005648	4.00	6.00	3.00	4.00	0.00	0.00	0.00	0.00
FEX_0005649	7.45	6.00	90.26	32.08	7.14	3.00	13.80	67.43
FEX_0005650	31.57	6.07	40.16	37.17	11.75	13.05	9.42	33.19
FEX_0005651	154.00	131.00	66.00	102.00	69.00	193.00	87.00	124.00
FEX_0005652	291.27	297.36	290.70	338.27	273.31	416.64	313.36	434.47
FEX_0005653	62.00	76.38	357.54	80.23	149.30	314.18	114.37	178.50
FEX_0005654	187.00	140.62	90.46	206.77	190.70	231.82	74.63	132.50
FEX_0005655	216.00	472.00	2361.00	995.00	1223.00	2209.00	873.00	2225.00
FEX_0005656	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005657	210.00	164.00	651.00	272.00	216.00	583.00	348.00	506.00
FEX_0005658	1536.00	881.00	1072.00	1064.77	1402.00	1218.00	1407.00	805.00
FEX_0005659	1010.98	784.28	958.28	834.67	730.43	830.91	746.69	885.55
FEX_0005660	1224.00	872.00	1844.41	1338.48	597.00	1483.72	747.40	1290.84
FEX_0005661	40.54	91.13	159.81	137.13	108.14	183.22	98.06	112.98
FEX_0005662	222.46	267.87	171.19	250.87	219.86	258.78	288.94	212.02
FEX_0005663	6.00	6.00	29.00	9.00	26.00	23.00	12.00	15.00
FEX_0005664	366.00	519.00	561.00	605.00	183.00	458.00	307.00	313.00
FEX_0005665	221.83	382.09	180.92	317.93	174.37	322.34	703.35	361.17
FEX_0005666	1.00	0.00	4.22	3.00	2.00	11.00	2.00	1.00
FEX_0005667	31.00	21.00	42.00	39.00	41.00	85.00	41.00	66.00
FEX_0005668	5.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0005669	60.00	62.00	104.00	47.00	97.00	137.00	58.00	80.00
FEX_0005670	88.80	77.32	495.49	111.69	306.30	508.43	335.16	377.51
FEX_0005671	7.00	4.00	12.00	22.00	4.00	7.00	0.00	8.00
FEX_0005672	0.00	0.00	1.00	0.00	0.00	2.00	0.00	1.00
FEX_0005673	444.20	761.68	516.51	665.31	432.70	929.57	459.84	1104.49
FEX_0005674	11.17	20.41	19.30	22.43	10.13	15.32	4.00	22.41
FEX_0005675	102.07	41.05	96.31	25.08	70.27	69.39	16.82	78.37
FEX_0005676	98.00	30.00	62.00	65.00	16.00	16.00	13.00	25.00
FEX_0005677	44.00	3.00	4.00	9.00	3.00	1.00	2.00	9.00
FEX_0005678	0.00	1.09	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005679	90.00	49.00	72.00	77.00	36.00	22.00	20.00	49.00
FEX_0005680	235.73	313.45	499.13	349.03	321.38	591.39	376.49	356.51
FEX_0005681	495.58	350.00	203.00	154.00	203.40	154.00	191.00	142.00
FEX_0005682	519.27	463.46	305.87	468.97	390.54	482.61	403.51	344.49
FEX_0005683	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005684	7.00	8.00	0.00	0.00	4.00	6.00	7.53	12.36
FEX_0005685	26.00	12.00	63.00	45.00	13.00	26.00	20.47	28.64
FEX_0005686	2139.65	2294.50	2205.90	1589.28	2212.27	3311.61	1563.03	2357.72
FEX_0005687	18.00	15.00	11.00	7.00	13.00	37.00	16.00	30.00
FEX_0005688	493.35	425.50	311.23	386.14	327.73	465.63	267.97	328.28
FEX_0005689	31.23	54.33	146.44	32.60	58.40	175.70	71.14	94.94
FEX_0005690	2068.00	1196.00	640.00	708.00	1492.00	1287.00	625.00	1212.00
FEX_0005691	6.00	8.00	7.00	19.00	5.00	8.00	3.00	10.00
FEX_0005692	108.06	35.86	69.56	154.40	39.60	67.30	47.77	96.43
FEX_0005693	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0005694	0.00	0.00	4.00	5.00	1.00	3.00	1.00	3.00
FEX_0005695	15.00	11.00	24.00	60.00	92.00	123.00	75.00	143.00
FEX_0005696	49.84	116.61	34.24	25.08	90.20	92.21	32.74	168.68
FEX_0005697	49.00	22.00	127.00	45.00	38.00	34.00	96.00	37.00
FEX_0005698	2716.52	2174.50	1534.68	2434.94	1786.23	1972.87	1495.45	1895.37
FEX_0005699	582.30	266.23	150.51	181.21	410.71	249.92	220.58	200.68
FEX_0005700	0.00	0.00	1.00	1.33	3.00	3.13	0.00	0.00
FEX_0005701	8908.16	4706.95	1511.76	1314.92	7865.80	6342.79	2326.32	7140.32
FEX_0005702	1.00	0.00	0.00	4.67	0.00	4.87	2.00	2.00
FEX_0005703	308.00	313.00	363.00	490.00	558.00	713.00	1475.00	802.00
FEX_0005704	166.29	125.32	355.53	117.77	151.85	298.15	191.78	180.54
FEX_0005705	524.71	602.68	1088.47	615.23	492.15	658.85	512.22	998.46
FEX_0005706	0.00	0.00	5.94	0.00	0.00	41.31	0.00	57.04
FEX_0005707	578.36	160.30	73.00	137.28	256.37	131.05	101.64	310.18
FEX_0005708	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005709	7431.38	4856.73	3605.20	3941.64	6449.08	4729.39	4333.46	5029.36
FEX_0005710	482.06	259.44	278.79	385.93	233.05	270.51	180.26	342.03
FEX_0005711	9752.04	5572.04	3636.89	5182.34	8955.59	8174.31	7512.27	4633.22
FEX_0005712	10.00	13.44	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005713	661.32	747.94	570.36	771.28	1015.84	1134.74	654.41	1228.89
FEX_0005714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005715	1822.85	1396.18	766.83	1397.32	1110.08	1245.69	1046.96	1360.27
FEX_0005716	37.00	43.00	75.00	30.00	11.00	22.00	7.00	26.00
FEX_0005717	232.18	154.99	181.70	153.00	122.00	137.00	78.95	101.96
FEX_0005718	3.06	1.01	3.30	5.00	0.00	0.00	2.05	1.04
FEX_0005719	1555.76	1341.00	905.00	1400.00	911.00	1294.00	731.00	929.00
FEX_0005720	1957.07	1483.45	901.30	884.59	2340.29	2232.17	999.73	1743.28
FEX_0005721	114.00	113.00	282.00	117.00	173.00	372.13	121.00	273.00
FEX_0005722	390.93	247.55	175.70	336.41	214.71	266.83	195.27	236.72
FEX_0005723	1438.00	982.00	985.00	817.00	1128.00	1432.00	898.00	1256.00
FEX_0005724	456.93	245.65	389.36	208.62	220.59	295.51	147.35	222.07
FEX_0005725	59.43	59.00	62.39	65.94	75.47	46.15	61.85	47.39
FEX_0005726	88.00	185.00	146.00	132.00	106.00	168.32	78.78	141.55
FEX_0005727	18.00	16.00	12.00	14.00	20.00	14.68	6.22	23.45
FEX_0005728	808.00	508.00	591.00	1096.00	615.00	731.00	745.00	840.87
FEX_0005729	419.00	271.00	1324.56	863.00	1003.11	876.62	826.24	1649.07
FEX_0005730	110.00	173.00	287.12	323.00	190.89	410.38	393.38	488.07
FEX_0005731	793.52	243.79	204.46	96.66	1784.72	748.49	1623.00	1099.87
FEX_0005732	95.48	35.21	28.54	34.34	60.28	61.51	55.00	74.13
FEX_0005733	9.00	7.00	3.00	12.00	328.00	492.00	931.00	78.00
FEX_0005734	1420.72	925.79	7963.28	3819.96	1443.25	4088.64	1693.23	3318.91
FEX_0005735	245.11	329.68	183.39	254.40	599.20	298.96	312.37	373.64
FEX_0005736	286.63	280.35	431.69	305.44	281.27	437.17	283.50	458.51
FEX_0005737	0.00	0.00	2.78	0.00	3.70	1.22	7.15	0.00
FEX_0005738	405.00	495.00	516.00	700.00	277.00	705.00	341.00	447.00
FEX_0005739	2.00	0.00	4.00	5.00	1.00	2.00	2.00	2.00
FEX_0005740	882.42	831.52	610.50	542.16	951.94	869.10	586.03	876.76
FEX_0005741	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005742	1157.98	651.18	1590.25	783.19	4183.74	3460.86	12730.07	3129.53
FEX_0005743	2745.25	1466.86	2400.20	831.18	3392.48	3714.13	1298.23	3633.70
FEX_0005744	114.39	81.96	144.70	67.40	114.67	136.47	60.31	160.41
FEX_0005745	158.02	37.82	57.75	72.81	253.26	197.14	1779.93	171.47
FEX_0005746	20.00	3.00	33.05	23.02	9.00	14.00	10.00	12.00
FEX_0005747	5.00	2.00	2.00	7.00	3.00	21.00	8.00	1.00
FEX_0005748	48.37	85.19	93.10	88.42	84.86	216.40	88.46	107.89
FEX_0005749	476.67	420.22	378.13	367.98	358.61	589.41	290.40	431.93
FEX_0005750	990.61	532.78	298.06	426.21	266.38	304.59	274.60	335.32
FEX_0005751	1570.18	1150.27	723.82	1039.50	1409.05	1362.74	1599.97	1471.01
FEX_0005752	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0005754	5.09	0.00	2.01	0.00	1.55	3.01	2.00	2.22
FEX_0005755	9.00	6.00	48.00	15.00	25.00	39.00	13.00	39.00
FEX_0005756	371.93	214.21	463.46	193.54	280.92	359.58	162.69	296.22
FEX_0005757	437.00	423.03	516.00	399.00	632.00	1028.00	541.00	708.00
FEX_0005758	257.00	223.00	328.00	321.00	234.00	376.00	167.00	296.00
FEX_0005759	2.00	2.00	1.00	0.00	2.00	4.00	0.00	3.00
FEX_0005760	1528.00	1298.00	1148.88	1019.78	1605.92	1973.82	1337.83	1616.65
FEX_0005761	0.00	1.71	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005762	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005763	534.15	512.24	1426.07	779.60	1035.39	1475.07	716.21	1133.88
FEX_0005764	698.76	656.31	440.24	426.14	695.43	536.08	648.85	523.28
FEX_0005766	136.56	60.34	91.81	62.48	55.09	119.03	52.10	66.15
FEX_0005767	195.66	350.64	464.40	267.29	177.56	566.14	235.74	610.41
FEX_0005768	699.53	331.41	0.00	0.00	154.17	0.00	0.00	193.05
FEX_0005769	199.00	86.00	86.00	21.00	254.00	237.00	143.00	152.00
FEX_0005770	149.53	247.98	714.04	291.79	66.15	186.59	0.00	33.95
FEX_0005771	1544.67	1015.55	897.47	777.35	956.54	1154.51	777.24	1025.47
FEX_0005772	1019.34	825.34	328.60	384.71	1174.44	1391.86	883.26	1543.59
FEX_0005773	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005774	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005775	720.88	391.34	749.07	401.65	824.39	1110.57	562.13	1023.08
FEX_0005776	14.00	6.00	6.00	8.00	1.00	1.00	1.00	2.00
FEX_0005777	3.75	16.82	23.39	25.86	2.79	11.96	0.00	1.32
FEX_0005778	16.00	5.00	24.00	10.00	3.00	6.00	4.00	6.00
FEX_0005779	35.92	122.13	49.63	91.54	62.82	16.64	13.63	29.30
FEX_0005780	5.00	24.99	15.19	3.23	8.51	34.35	7.00	7.68
FEX_0005781	2.06	1.00	1.00	0.00	6.00	2.31	0.00	0.00
FEX_0005782	2.18	0.00	2.00	0.00	0.00	0.00	2.00	0.00
FEX_0005783	192.25	172.18	438.61	243.17	493.21	294.14	225.00	366.68
FEX_0005784	27.89	16.64	81.95	40.41	79.04	64.17	805.13	150.93
FEX_0005785	181.11	139.36	227.05	84.59	3542.97	4821.83	65569.87	5814.09
FEX_0005786	296.00	142.00	69.00	139.00	142.38	115.92	245.78	111.23
FEX_0005787	15.00	2.00	24.00	17.00	30.62	29.08	165.92	39.79
FEX_0005788	982.80	748.00	674.94	825.99	886.41	672.11	876.30	582.41
FEX_0005789	24.20	33.00	11.06	21.01	1.59	25.89	14.99	7.58
FEX_0005790	1786.00	1316.00	792.00	1148.00	1368.00	1086.00	1311.00	1391.00
FEX_0005791	6872.27	9712.80	6979.79	12143.12	5130.10	13584.96	2854.85	9641.05
FEX_0005792	1319.00	1389.00	845.00	1147.00	1245.00	1171.00	672.00	1105.00
FEX_0005793	60.23	40.41	70.38	55.53	21.89	92.76	61.11	156.56
FEX_0005794	1189.00	1016.00	766.00	1026.00	1025.00	1387.00	1344.00	1114.00
FEX_0005795	5.00	0.00	4.00	5.00	925.00	503.00	3919.00	1080.00
FEX_0005796	24.96	15.79	1933.99	710.49	9.63	10.05	61.85	53.33
FEX_0005797	376.04	354.21	258.01	398.51	416.91	440.95	3188.15	601.67
FEX_0005798	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005799	42.49	21.61	126.94	47.42	65.11	71.14	26.42	62.42
FEX_0005800	7.00	2.00	30.00	8.00	5.02	4.00	5.00	7.00
FEX_0005801	19.42	25.60	0.00	11.94	16.72	0.00	19.79	0.00
FEX_0005802	0.00	0.00	0.00	0.00	0.00	0.00	2.80	0.00
FEX_0005803	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005804	9099.15	4329.44	2712.37	3559.10	5231.17	4797.17	3156.42	4734.21
FEX_0005805	27.09	8.79	10.19	17.32	6.19	9.28	9.00	4.97
FEX_0005806	39.88	25.32	39.98	20.35	33.95	19.51	22.00	22.48
FEX_0005807	302.15	172.14	89.35	66.29	234.26	228.61	327.40	85.60
FEX_0005808	676.05	539.86	343.63	518.69	565.89	576.54	481.83	463.45
FEX_0005809	371.12	367.47	601.99	395.24	407.93	688.98	290.50	561.43
FEX_0005810	516.88	475.53	661.01	523.76	572.07	889.02	680.50	833.57
FEX_0005811	116.00	188.00	201.00	210.00	177.00	317.00	140.00	289.00
FEX_0005812	636.00	841.00	519.00	628.00	932.00	902.00	773.00	745.00
FEX_0005813	2612.42	1826.77	1090.33	1916.71	1580.09	1920.41	1571.55	1746.25
FEX_0005814	1787.11	1062.23	534.40	1461.29	720.91	929.59	2302.45	3231.88
FEX_0005815	129.00	155.00	206.00	301.00	715.00	554.03	636.00	662.00
FEX_0005816	49.83	20.42	36.79	73.22	27.41	27.10	9.21	55.49
FEX_0005817	20.17	12.58	10.21	29.78	13.59	11.90	6.79	11.51
FEX_0005818	87.28	95.57	232.85	188.90	223.36	319.29	128.98	378.42
FEX_0005819	1201.72	1404.43	1090.15	1314.10	808.64	1377.74	845.02	1553.58
FEX_0005820	971.62	753.43	628.94	847.98	765.73	809.10	802.79	822.77
FEX_0005821	90.41	85.59	68.11	71.02	71.41	85.91	177.21	130.25
FEX_0005822	71.00	93.00	154.00	81.00	23.00	68.00	70.00	131.00
FEX_0005823	13.85	13.51	10.64	16.17	9.00	5.85	3.00	19.19
FEX_0005824	23.00	10.00	118.68	39.00	20.00	19.00	18.00	76.35
FEX_0005825	5274.21	3864.25	3500.89	4194.78	1818.27	3479.56	2171.22	2488.18
FEX_0005826	16.09	12.94	7.65	13.92	12.43	7.78	2.00	7.77
FEX_0005827	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005828	0.00	0.00	2.01	7.00	0.00	0.00	0.00	0.00
FEX_0005829	54.40	22.22	119.07	46.21	28.62	27.64	33.39	70.08
FEX_0005831	227.84	139.23	187.69	203.52	70.29	102.04	79.30	124.73
FEX_0005833	6.85	3.10	5.24	21.12	8.23	7.67	4.81	13.75
FEX_0005834	16.00	29.00	38.00	10.00	11.00	3.38	3.16	5.38
FEX_0005836	18.40	3.00	42.10	45.22	11.53	15.96	13.01	29.37
FEX_0005837	1.00	1.00	1.00	4.00	0.00	0.00	0.00	0.00
FEX_0005838	0.00	0.00	0.00	0.00	0.00	2.00	0.00	7.00
FEX_0005839	1.18	0.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0005840	0.00	1.00	5.75	1.00	0.00	2.00	0.00	0.97
FEX_0005841	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0005842	255.00	184.00	2981.00	673.00	567.00	1101.00	575.00	838.00
FEX_0005843	19.00	10.00	21.00	23.00	16.00	17.00	11.00	20.00
FEX_0005844	1.00	5.00	10.00	16.00	3.00	4.00	4.00	4.00
FEX_0005845	0.00	1.00	1.00	0.00	0.00	2.00	0.00	0.00
FEX_0005846	25.00	40.00	96.00	56.00	39.00	75.00	135.00	47.00
FEX_0005847	18.00	1.00	7.00	5.00	2.00	1.00	7.00	8.00
FEX_0005848	2.00	1.00	5.00	0.00	2.00	0.00	0.00	14.00
FEX_0005849	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005850	5.00	4.00	10.00	12.00	4.00	3.00	3.00	1.00
FEX_0005851	1742.51	1990.87	1262.44	1684.19	2361.51	2968.90	1803.30	2393.40
FEX_0005852	249.54	279.13	354.56	338.81	195.49	423.10	303.70	379.60
FEX_0005853	98.00	208.00	28.00	54.00	49.00	35.00	44.00	30.00
FEX_0005854	125.00	80.00	246.00	108.00	194.00	381.00	130.00	245.00
FEX_0005855	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
FEX_0005856	0.98	0.00	2.34	1.01	1.00	0.00	0.00	0.00
FEX_0005857	131.00	113.70	128.65	148.60	109.00	118.00	106.00	111.73
FEX_0005858	0.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00
FEX_0005859	50.82	32.00	26.62	57.88	19.62	14.68	10.00	23.86
FEX_0005860	142.22	29.86	100.46	109.56	36.41	29.25	41.45	69.06
FEX_0005862	0.00	1.00	0.00	1.98	0.00	0.00	0.00	1.00
FEX_0005863	1.00	1.00	7.56	1.94	2.18	2.72	0.00	2.00
FEX_0005864	168.00	103.00	108.00	125.00	122.00	129.00	97.00	141.00
FEX_0005865	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0005866	14.00	35.17	31.65	16.71	8.00	6.00	18.00	10.11
FEX_0005867	0.00	4.00	4.00	2.00	2.00	5.00	0.00	4.00
FEX_0005868	1440.77	1153.88	1279.26	1117.71	1595.25	1654.54	1177.65	1322.91
FEX_0005869	629.50	384.89	397.63	411.27	430.31	435.55	431.38	341.58
FEX_0005870	36.00	101.00	269.00	139.00	87.00	289.00	115.00	236.00
FEX_0005871	14.19	6.62	6.00	9.10	6.03	6.09	13.00	23.00
FEX_0005872	1.00	1.24	1.00	3.00	1.00	0.00	1.00	1.33
FEX_0005873	462.00	458.00	671.00	690.51	844.00	1124.00	609.00	1073.27
FEX_0005874	3.00	9.00	10.00	12.00	6.00	6.00	6.00	4.00
FEX_0005875	590.00	661.00	946.93	945.92	380.00	949.00	472.00	899.00
FEX_0005876	1785.00	1003.00	749.00	979.49	1219.00	1102.00	1056.00	1007.73
FEX_0005877	14.00	8.00	20.00	6.00	3.00	8.00	28.00	17.00
FEX_0005878	1.06	0.00	5.84	2.11	1.05	0.00	4.28	1.07
FEX_0005879	183.94	160.00	173.36	212.89	166.12	199.08	117.82	143.21
FEX_0005880	174.56	273.82	246.82	273.89	292.39	784.06	358.35	478.39
FEX_0005881	2938.42	2867.18	4873.73	5320.93	2511.48	2681.27	1781.54	2895.35
FEX_0005882	1153.79	1417.35	1002.54	559.42	1907.96	1668.04	719.68	1527.14
FEX_0005883	589.85	513.69	451.44	697.34	414.14	659.18	531.32	438.25
FEX_0005884	2196.79	1858.33	933.57	1453.62	4194.11	2102.49	1553.47	2793.87
FEX_0005885	97.38	41.15	72.91	71.73	115.78	154.94	128.53	199.14
FEX_0005886	6.00	16.00	31.00	24.08	2.00	10.00	8.00	1.00
FEX_0005887	554.00	450.00	282.20	439.00	333.00	340.00	296.00	376.29
FEX_0005888	50.00	88.00	85.00	79.00	52.00	162.00	64.00	105.00
