Gene	YQ1	YQ2	YQ3	YQ4	YW2	YW3	YW4	YW5
FEX_0003604	80.00	14.00	3.00	4.00	7.00	4.00	9.00	2.00
FEX_0003605	39.43	198.35	13.78	27.18	101.84	30.98	221.05	62.97
FEX_0003606	6234.00	5634.00	6069.00	5574.00	4309.92	4727.15	10745.00	2461.00
FEX_0003607	18.57	28.65	19.22	20.82	38.16	23.02	18.95	40.03
FEX_0003608	64.17	78.90	43.60	43.28	114.23	110.08	65.68	89.15
FEX_0003609	2620.23	3681.97	1537.67	2558.55	5155.25	4038.00	2096.62	4043.81
FEX_0003610	708.27	1120.72	501.89	733.45	1636.02	1012.82	944.98	546.02
FEX_0003611	122.32	0.00	61.50	0.00	0.00	0.00	0.00	458.94
FEX_0003612	1027.68	986.64	587.15	854.35	762.58	898.76	643.12	307.48
FEX_0003613	1870.00	2098.00	1590.00	2064.98	2922.27	1461.00	1503.00	1007.95
FEX_0003614	725.98	800.66	633.62	1064.24	994.25	673.34	511.36	346.83
FEX_0003615	314.02	555.80	290.38	421.75	808.75	288.52	260.72	416.08
FEX_0003616	0.00	0.00	0.00	1.13	0.98	2.26	3.53	2.38
FEX_0003617	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00
FEX_0003618	1.00	1.00	0.00	5.00	4.00	8.00	7.00	2.00
FEX_0003619	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00
FEX_0003620	0.00	1.21	1.00	0.98	2.00	1.00	1.25	0.00
FEX_0003621	27.68	54.18	33.15	33.65	81.34	62.34	48.52	91.69
FEX_0003622	2.35	7.01	0.00	6.51	4.09	4.94	7.37	6.88
FEX_0003623	354.59	624.43	617.96	674.36	1403.62	1030.09	963.30	1018.21
FEX_0003624	1733.65	2114.99	416.00	1635.49	382.91	936.06	337.63	190.12
FEX_0003625	1640.17	1509.72	1036.25	1269.14	1119.69	1479.18	1501.92	303.51
FEX_0003626	9.00	20.50	10.00	11.78	19.90	17.76	13.99	8.00
FEX_0003627	6.00	10.50	1.00	9.22	1.10	26.24	7.01	0.00
FEX_0003628	1701.00	2277.00	1071.00	1748.00	1618.00	1897.00	1447.00	585.00
FEX_0003629	133.75	312.62	98.62	245.83	412.43	260.15	131.43	181.88
FEX_0003630	22.12	82.88	51.85	96.01	101.17	85.00	71.76	59.87
FEX_0003631	8.00	14.00	3.00	9.00	20.00	3.00	8.00	36.00
FEX_0003632	5081.58	2578.57	2414.34	2895.94	1940.45	2957.81	2990.47	380.09
FEX_0003633	8.00	7.00	2.00	7.00	5.00	4.00	3.00	4.00
FEX_0003634	1005.13	744.79	1314.84	615.29	535.63	800.34	766.55	160.51
FEX_0003635	0.00	2.00	8.00	16.00	1.00	12.00	7.00	2.00
FEX_0003636	4404.23	2634.33	1768.42	1964.92	992.86	1487.96	1218.61	249.87
FEX_0003637	495.33	662.46	694.67	584.12	981.16	781.94	833.52	220.97
FEX_0003638	702.67	902.54	778.33	766.88	1039.84	839.06	1005.48	228.03
FEX_0003639	31.95	60.02	63.00	113.00	139.90	25.53	25.70	37.61
FEX_0003640	830.00	1639.00	1241.00	1685.91	3127.72	2090.00	2337.00	2332.00
FEX_0003641	0.00	0.00	0.00	1.09	3.28	0.00	0.00	0.00
FEX_0003642	191.28	378.09	187.95	329.83	620.85	287.87	247.86	175.19
FEX_0003643	160.72	141.91	45.05	121.17	250.15	68.13	39.14	179.81
FEX_0003644	453.75	752.96	454.90	609.13	1218.88	686.77	525.91	368.91
FEX_0003645	218.00	289.00	224.00	284.00	368.00	163.00	168.00	166.00
FEX_0003646	0.00	0.00	0.00	4.20	0.00	26.83	0.00	0.00
FEX_0003647	443.25	345.04	361.10	272.15	225.12	405.40	381.00	43.09
FEX_0003648	0.00	0.00	0.00	2.52	0.00	0.00	21.09	0.00
FEX_0003649	686.10	756.48	686.49	720.97	716.18	745.67	703.67	384.37
FEX_0003650	1192.68	1576.75	1107.60	1668.41	1360.20	1035.63	746.64	461.20
FEX_0003651	878.22	1085.77	837.90	1440.63	3143.62	1221.70	1227.69	1422.43
FEX_0003652	45.02	107.07	45.00	61.00	123.24	79.06	174.00	207.00
FEX_0003653	299.53	315.92	309.46	321.87	386.10	489.76	673.80	72.00
FEX_0003654	419.47	212.09	197.34	289.32	180.60	290.44	281.16	20.17
FEX_0003655	1596.00	2102.53	1918.00	2490.99	4306.99	1847.56	1023.00	1145.00
FEX_0003656	514.00	779.00	693.00	1014.00	1555.00	507.00	257.00	460.00
FEX_0003657	0.00	5.99	4.20	4.81	9.30	2.81	4.36	14.84
FEX_0003658	2.00	6.00	3.00	3.00	5.00	1.00	6.00	5.00
FEX_0003659	180.00	144.00	94.00	68.00	44.00	159.00	161.00	19.00
FEX_0003660	863.73	2133.00	1314.00	856.00	2133.15	1591.00	1432.00	1083.00
FEX_0003661	225.00	382.02	213.00	330.01	457.01	275.00	187.00	267.00
FEX_0003662	7.00	0.00	6.00	4.00	0.00	4.00	5.00	5.00
FEX_0003663	325.00	258.00	331.00	237.00	302.00	400.00	238.00	103.00
FEX_0003664	2.00	6.00	4.00	10.00	0.00	1.00	10.00	1.00
FEX_0003665	175.00	251.00	424.00	221.00	466.00	428.00	364.00	349.00
FEX_0003666	91.00	204.00	18.00	99.00	252.00	43.00	190.00	62.00
FEX_0003667	17.00	23.00	7.00	25.00	31.00	24.00	25.00	11.00
FEX_0003668	106.87	42.76	53.61	71.37	129.92	76.28	69.82	68.17
FEX_0003669	20.00	31.00	14.00	21.00	61.00	31.00	34.00	38.00
FEX_0003670	40.27	71.59	35.84	104.11	127.00	70.00	84.26	100.75
FEX_0003671	20.86	40.62	18.28	22.63	46.11	23.29	5.35	12.93
FEX_0003672	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0003673	1.00	0.00	0.00	1.36	0.00	4.00	0.00	2.00
FEX_0003674	3.34	5.12	4.33	0.00	0.00	3.67	5.35	1.48
FEX_0003675	44.00	86.00	84.00	128.00	212.00	110.00	87.00	210.00
FEX_0003676	1807.60	1662.97	1398.00	1652.10	1354.34	2070.63	3230.62	383.39
FEX_0003677	2.00	0.00	3.00	2.00	0.00	2.00	0.00	1.00
FEX_0003679	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0003680	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.00
FEX_0003681	17.06	62.98	51.00	60.66	92.07	51.86	79.11	140.91
FEX_0003682	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003683	15.64	4.97	3.11	3.83	2.65	15.56	17.85	3.04
FEX_0003684	2.00	0.00	2.00	0.00	0.00	1.05	3.02	3.00
FEX_0003685	0.00	0.00	1.00	2.00	0.00	1.00	0.00	0.00
FEX_0003686	14.54	23.70	16.09	25.42	18.41	17.33	41.29	57.95
FEX_0003687	110.46	187.09	110.91	105.24	432.59	218.67	257.08	185.89
FEX_0003688	0.00	35.20	0.00	67.35	0.00	0.00	16.38	96.15
FEX_0003689	101.00	149.00	85.00	190.00	360.00	303.00	308.25	85.00
FEX_0003690	1.08	0.00	0.00	0.00	0.00	0.00	10.69	0.00
FEX_0003691	486.85	751.77	400.37	874.96	1585.98	620.95	946.65	298.69
FEX_0003692	587.46	538.44	379.47	546.33	1107.52	792.61	721.99	581.51
FEX_0003693	622.61	1037.79	807.16	798.71	1383.49	994.44	784.67	1251.80
FEX_0003694	78.00	34.00	80.95	68.00	113.00	50.00	52.00	313.00
FEX_0003695	15.00	8.00	11.00	5.00	3.00	15.00	14.00	7.00
FEX_0003696	8.00	8.00	9.00	4.00	1.00	12.00	18.00	11.00
FEX_0003697	1.00	0.00	2.05	1.00	1.00	1.00	5.00	0.00
FEX_0003698	472.00	733.00	353.00	766.00	1353.00	1081.00	981.00	281.00
FEX_0003699	129.00	229.00	92.00	156.00	238.00	148.00	165.25	168.00
FEX_0003700	173.00	131.00	173.00	162.00	94.00	585.00	156.00	25.00
FEX_0003701	134.00	226.00	291.00	231.00	255.00	500.00	408.00	226.00
FEX_0003702	10.00	8.00	7.00	3.00	7.00	3.00	0.00	0.00
FEX_0003703	1.06	2.14	0.00	0.00	0.00	1.11	1.09	0.00
FEX_0003705	5.75	17.23	15.61	16.99	42.75	29.89	31.91	2.27
FEX_0003706	4.19	21.63	14.39	36.01	49.25	26.00	20.00	35.73
FEX_0003707	1.00	7.00	0.00	3.00	1.00	14.00	3.00	1.00
FEX_0003708	13.00	23.00	15.00	14.00	52.00	27.00	37.00	92.00
FEX_0003709	2.00	0.00	2.00	6.00	0.00	0.00	2.00	2.00
FEX_0003711	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003712	0.00	0.00	0.00	1.00	1.00	0.00	1.00	2.00
FEX_0003713	1518.00	2732.00	2488.00	2253.00	1896.00	3045.00	2616.00	1157.00
FEX_0003714	2.00	1.00	1.00	12.00	10.00	9.00	8.00	14.00
FEX_0003715	41.79	33.42	12.68	21.48	8.74	16.45	18.32	4.60
FEX_0003716	7.56	12.28	0.00	5.57	0.00	0.00	0.00	0.00
FEX_0003717	685.60	507.55	300.85	295.71	266.20	539.30	352.34	257.31
FEX_0003718	27.62	19.19	27.32	31.30	30.85	55.88	31.41	1.69
FEX_0003719	0.00	198.98	0.00	84.40	0.00	0.00	0.00	0.00
FEX_0003720	1.00	8.00	3.00	5.00	0.00	11.87	16.00	12.00
FEX_0003721	278.00	255.00	248.00	265.00	234.00	429.00	858.00	43.00
FEX_0003722	4.00	1.00	0.00	0.00	1.00	0.00	1.00	2.00
FEX_0003723	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00
FEX_0003724	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003725	49.00	60.00	16.00	31.00	89.00	39.00	70.00	78.00
FEX_0003726	1.00	0.00	0.00	1.00	1.01	0.00	0.00	2.00
FEX_0003727	50.00	68.00	88.00	97.00	105.00	137.00	191.00	25.00
FEX_0003728	1.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00
FEX_0003729	21.00	7.00	16.00	15.00	2.00	22.00	10.00	23.00
FEX_0003730	1.00	1.00	2.00	4.00	1.00	2.00	4.00	2.00
FEX_0003731	1.00	26.00	5.00	5.00	28.00	12.00	11.00	57.00
FEX_0003732	0.00	8.00	2.00	5.00	11.00	0.00	3.00	18.00
FEX_0003733	0.00	1.00	0.00	0.00	6.00	0.00	1.00	6.00
FEX_0003734	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0003735	1790.00	2144.00	2014.00	2063.00	2569.00	1895.00	1941.00	854.00
FEX_0003736	28.61	63.72	4.43	77.21	145.10	26.57	35.23	179.60
FEX_0003737	247.39	407.28	230.57	481.79	1323.90	690.44	586.77	671.40
FEX_0003738	8001.00	7434.00	4651.00	4606.00	3620.00	5248.00	3495.00	5612.00
FEX_0003739	84.00	64.00	26.00	53.00	165.00	155.00	193.00	115.00
FEX_0003740	63.40	125.70	100.50	252.03	520.17	198.71	292.60	147.44
FEX_0003741	494.57	657.56	340.22	372.86	663.99	454.59	370.25	189.06
FEX_0003742	423.70	669.03	336.60	491.06	1005.41	618.15	695.05	706.39
FEX_0003743	1029.01	2565.26	301.61	799.67	2060.16	1610.37	1109.24	483.15
FEX_0003744	232.33	511.34	278.07	534.86	927.31	413.19	535.51	183.60
FEX_0003745	43.00	52.12	124.00	234.46	83.00	99.00	120.41	56.46
FEX_0003746	628.94	942.97	582.51	827.38	1619.58	734.86	766.27	454.38
FEX_0003747	1617.06	1021.03	1378.49	918.62	466.42	1310.14	1968.73	178.62
FEX_0003748	1251.50	931.62	572.88	913.92	995.05	721.53	604.38	461.02
FEX_0003749	10.50	26.38	14.12	14.08	25.22	14.62	3.62	74.84
FEX_0003750	2.00	1.00	1.00	2.00	1.00	5.00	6.00	1.00
FEX_0003751	59.00	34.00	18.00	46.28	54.05	63.00	51.00	23.01
FEX_0003752	60542.00	49039.00	12062.00	26929.00	283.73	14563.85	5851.00	289.14
FEX_0003753	1.00	0.00	0.00	1.00	0.00	3.00	1.00	1.00
FEX_0003754	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003755	318.00	540.00	343.00	430.00	842.00	1274.00	972.00	509.00
FEX_0003756	661.29	1023.02	618.00	585.80	1187.00	773.45	710.34	1449.73
FEX_0003757	655.99	525.92	656.56	728.10	931.28	743.57	1415.34	182.39
FEX_0003758	810.01	457.08	229.44	621.64	159.72	277.43	227.92	39.61
FEX_0003759	81.62	94.22	61.44	30.24	101.23	103.07	170.20	16.22
FEX_0003760	61.38	63.78	90.56	89.76	60.77	144.93	175.80	21.78
FEX_0003761	220.35	135.04	131.08	164.60	148.11	215.13	425.03	20.00
FEX_0003762	2519.76	2459.29	1180.07	4166.25	2072.58	996.24	1008.09	588.38
FEX_0003763	792.70	523.68	529.85	562.15	605.31	488.63	615.88	357.82
FEX_0003764	152.00	599.00	151.00	209.00	297.00	416.00	322.00	402.00
FEX_0003766	232.00	266.00	217.00	280.00	324.00	224.00	211.00	211.00
FEX_0003767	1263.44	1439.00	719.00	1063.18	1691.00	1063.32	883.30	667.02
FEX_0003768	1694.00	1472.00	1024.00	1784.00	2469.00	2456.00	2152.00	1185.00
FEX_0003769	73.31	219.03	89.45	129.23	418.39	242.02	188.45	234.82
FEX_0003770	381.69	591.97	337.55	528.77	1225.61	582.98	534.55	400.18
FEX_0003771	6840.01	2721.07	2958.06	4497.13	1980.92	3344.45	4253.69	645.61
FEX_0003772	566.92	586.34	924.74	860.27	608.74	629.01	567.19	188.72
FEX_0003773	367.07	200.59	327.20	217.61	77.34	1194.54	366.11	62.68
FEX_0003774	774.35	1380.33	1094.99	1469.17	3657.37	2266.56	1643.44	2491.59
FEX_0003775	275.65	156.67	87.01	164.83	328.63	751.44	355.56	215.41
FEX_0003776	146.00	310.00	142.00	276.00	475.00	400.00	306.00	408.00
FEX_0003777	94.68	160.84	106.77	206.16	346.12	179.67	182.29	253.24
FEX_0003778	390.32	565.16	526.23	595.84	1152.88	633.33	978.71	432.76
FEX_0003779	2365.31	4006.26	2491.30	3711.23	6209.58	5124.41	3665.26	4257.19
FEX_0003780	555.99	612.78	574.87	699.37	718.16	643.60	1030.33	128.86
FEX_0003781	742.74	1128.43	810.32	1248.74	1940.71	978.95	1380.42	248.78
FEX_0003782	302.26	479.57	261.68	664.26	1149.29	663.05	627.58	249.22
FEX_0003783	2337.00	2217.00	1825.00	2479.00	2139.00	2625.00	3207.00	666.00
FEX_0003784	0.00	0.00	0.00	0.00	3.36	0.00	0.00	4.13
FEX_0003785	18.00	14.00	16.00	21.00	44.64	4.00	5.00	55.87
FEX_0003786	6.00	15.00	13.00	35.00	21.00	15.00	26.00	17.00
FEX_0003787	6.00	1.00	5.00	7.64	3.00	10.00	1.00	7.77
FEX_0003788	4.00	2.00	5.25	8.36	4.00	11.00	14.00	5.27
FEX_0003789	3.00	2.00	0.00	1.00	0.00	4.00	3.00	2.00
FEX_0003790	10.00	8.00	7.00	30.00	4.00	16.00	6.00	5.00
FEX_0003791	4.23	21.83	3.01	10.58	5.04	17.18	5.06	10.08
FEX_0003792	13.00	15.00	20.00	20.00	20.00	18.00	16.00	24.00
FEX_0003793	22.00	100.00	49.00	55.00	149.00	84.00	97.00	125.00
FEX_0003794	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0003795	118.00	351.00	117.00	452.00	720.00	434.00	369.00	100.00
FEX_0003796	745.00	1492.00	569.00	855.00	3067.00	2061.00	1356.00	2067.00
FEX_0003797	32.20	26.28	23.18	22.22	53.00	35.28	29.00	134.93
FEX_0003798	14.00	6.00	15.00	29.00	7.00	32.00	21.00	19.00
FEX_0003799	3.00	10.00	2.00	8.00	20.00	7.00	8.00	8.00
FEX_0003800	3.00	9.00	0.00	1.00	6.00	10.00	3.00	5.00
FEX_0003801	16.00	18.00	6.00	13.00	22.00	36.00	54.00	17.00
FEX_0003802	6.00	8.00	6.00	6.00	6.00	9.00	19.00	15.00
FEX_0003803	5.73	154.80	0.00	0.00	0.00	8.51	0.00	159.57
FEX_0003804	133.68	464.29	140.63	194.17	660.15	312.64	225.58	32.76
FEX_0003805	268.76	272.70	111.63	324.77	6.16	359.94	167.13	301.83
FEX_0003806	2302.45	2155.45	3040.54	2356.08	1878.67	3157.84	3043.31	483.33
FEX_0003807	163.99	208.18	50.28	151.82	734.68	117.38	206.31	16.89
FEX_0003808	712.00	826.00	557.00	827.00	689.00	647.00	1052.00	747.00
FEX_0003809	38.00	58.00	21.00	43.00	57.00	42.00	59.00	13.00
FEX_0003810	242.00	367.00	383.00	394.00	909.00	364.00	319.00	923.00
FEX_0003811	552.85	595.82	141.42	449.60	194.29	285.44	194.33	64.53
FEX_0003812	124.15	333.18	250.58	458.40	748.71	608.56	283.67	225.47
FEX_0003813	1.00	6.00	7.54	3.49	7.57	7.71	3.58	5.20
FEX_0003814	9.00	10.00	6.46	5.51	8.43	5.29	1.42	5.80
FEX_0003815	0.00	0.00	1.00	0.00	2.00	3.00	1.00	0.00
FEX_0003816	2.00	1.00	4.00	1.00	0.00	3.00	1.00	5.00
FEX_0003817	58.00	42.83	60.77	63.86	114.79	68.81	46.60	22.88
FEX_0003818	991.97	1163.66	1045.09	998.32	1560.29	1143.00	1104.11	913.03
FEX_0003819	4.00	5.00	5.00	7.00	6.00	3.00	14.00	2.00
FEX_0003820	280.03	182.99	233.91	194.68	139.71	167.00	413.91	52.97
FEX_0003821	7.00	3.00	11.00	4.00	1.00	20.00	14.00	14.00
FEX_0003822	5.00	6.00	9.00	5.00	19.00	24.00	12.00	9.00
FEX_0003823	248.00	387.00	166.00	159.00	279.00	383.00	216.00	331.00
FEX_0003824	563.38	581.53	269.69	490.21	442.70	536.01	466.74	229.71
FEX_0003825	190.62	247.47	63.31	230.79	111.32	80.01	35.26	77.29
FEX_0003826	100.00	214.00	33.00	119.00	376.00	164.00	111.00	184.00
FEX_0003827	2.00	17.00	8.00	27.00	40.00	14.00	51.00	38.00
FEX_0003829	0.00	0.00	0.00	0.00	4.00	0.00	0.00	1.00
FEX_0003831	120.00	176.00	233.00	173.00	163.00	81.00	82.00	45.00
FEX_0003832	189.22	183.97	213.42	234.31	160.80	169.55	188.48	47.00
FEX_0003833	514.78	539.03	449.58	493.69	353.20	564.45	731.52	142.00
FEX_0003834	158.34	131.87	101.63	80.65	58.28	195.43	173.61	30.16
FEX_0003835	681.57	549.48	513.26	594.64	636.72	791.72	1070.52	96.87
FEX_0003836	612.20	1141.81	393.43	991.71	1403.81	1045.60	738.72	869.41
FEX_0003837	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003838	34.49	65.17	17.57	62.07	80.94	52.23	14.28	80.51
FEX_0003839	451.11	757.56	231.39	606.72	358.66	268.41	221.70	227.98
FEX_0003840	28.41	32.03	29.12	12.13	13.52	9.98	6.19	9.23
FEX_0003841	155.12	1062.48	59.49	206.61	229.11	179.23	340.89	29.56
FEX_0003842	634.72	635.09	709.94	635.91	754.66	826.46	1398.19	151.18
FEX_0003843	1316.28	1013.91	1308.41	1226.09	949.85	1291.97	1885.60	197.47
FEX_0003844	87.25	45.96	44.83	24.48	47.18	34.53	36.09	6.56
FEX_0003845	474.47	34.95	91.47	85.70	21.62	90.68	120.37	0.00
FEX_0003846	274.94	361.77	245.29	345.91	417.27	335.24	273.46	300.75
FEX_0003847	289.33	317.32	261.58	254.90	420.93	866.56	803.45	77.69
FEX_0003848	11.00	9.13	4.29	10.23	0.00	5.00	9.04	18.39
FEX_0003849	44.00	22.08	12.00	25.00	23.00	17.44	14.73	28.00
FEX_0003850	0.00	0.00	0.00	0.00	0.00	0.00	7.00	4.00
FEX_0003851	1.00	6.00	1.00	5.00	0.00	2.00	5.00	6.00
FEX_0003852	4.00	0.00	0.00	1.00	4.00	20.00	8.00	5.00
FEX_0003853	4.00	2.00	1.00	0.00	3.00	3.00	6.00	3.00
FEX_0003854	4.00	1.00	9.00	7.00	25.00	10.00	3.00	18.00
FEX_0003855	24.00	17.00	1.00	8.00	6.00	12.00	16.00	17.00
FEX_0003856	4.05	1.00	3.00	0.00	0.00	11.00	11.02	3.04
FEX_0003857	21.00	10.00	29.00	17.00	23.00	96.00	85.00	19.00
FEX_0003858	8.39	26.00	12.14	36.00	38.00	31.87	17.98	86.65
FEX_0003859	4.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00
FEX_0003860	3.00	1.00	1.00	6.00	5.00	20.00	14.00	14.00
FEX_0003861	8.00	3.00	8.00	11.00	0.00	16.00	1.00	14.00
FEX_0003862	629.00	1028.00	653.00	873.31	1457.00	893.00	1028.00	895.00
FEX_0003863	6.00	5.00	12.00	11.00	0.00	14.00	8.00	10.00
FEX_0003864	247.00	214.00	297.00	334.00	474.00	597.00	1121.00	199.00
FEX_0003865	1217.02	1298.61	1002.98	1392.02	1810.36	1164.83	1925.67	655.55
FEX_0003866	647.22	620.24	479.03	844.76	1269.93	752.95	1008.94	219.68
FEX_0003867	2734.20	4596.25	2649.54	4993.31	6360.50	3636.06	2519.93	1351.75
FEX_0003868	1741.02	2225.34	2306.90	1799.24	2006.83	1742.82	1545.19	1642.09
FEX_0003869	7.78	35.47	18.56	24.48	47.01	18.12	19.90	31.16
FEX_0003870	1533.88	1422.92	1106.46	1503.24	1696.70	1621.82	1079.04	1339.83
FEX_0003871	69.00	85.00	39.00	62.86	76.00	62.00	37.70	76.00
FEX_0003872	5.12	4.08	3.54	0.00	14.71	7.18	5.26	28.17
FEX_0003873	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0003874	464.18	535.84	270.61	401.18	464.95	252.59	183.36	292.42
FEX_0003875	397.37	290.28	571.30	324.40	327.46	173.18	285.07	445.55
FEX_0003876	208.64	355.02	651.16	342.44	394.83	402.25	395.19	250.65
FEX_0003877	56.55	146.69	79.00	119.66	174.54	176.94	149.13	157.68
FEX_0003878	439.00	550.00	377.00	428.00	224.00	304.00	209.00	62.00
FEX_0003879	4.39	10.85	0.00	11.96	11.77	0.00	18.91	11.13
FEX_0003880	5.13	9.46	0.00	5.37	7.69	13.06	16.96	12.21
FEX_0003881	1.00	0.00	0.00	2.00	2.00	10.00	0.00	1.00
FEX_0003882	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003883	54.92	118.00	61.89	48.34	134.68	124.67	75.74	93.74
FEX_0003884	176.33	109.25	85.24	116.87	134.81	140.92	174.56	15.86
FEX_0003885	94.75	79.75	96.87	60.79	84.51	54.40	116.70	127.39
FEX_0003886	5183.39	3269.65	1981.40	4086.03	522.93	2459.62	1340.79	81.56
FEX_0003887	157.55	171.08	292.33	201.46	180.87	159.68	162.30	67.44
FEX_0003888	363.83	888.23	392.86	567.54	1288.42	1114.27	745.87	748.78
FEX_0003889	67.23	170.04	60.41	58.97	210.77	91.42	95.05	119.22
FEX_0003890	402.00	302.00	331.00	276.00	221.08	355.46	448.91	81.00
FEX_0003891	0.00	0.00	0.00	0.00	1.92	1.54	3.09	0.00
FEX_0003892	0.00	6.76	11.68	6.82	2.22	3.76	18.02	2.75
FEX_0003893	2.49	2.58	0.00	2.65	6.52	3.83	3.86	1.50
FEX_0003894	90.05	120.79	100.43	87.20	149.61	87.79	92.38	59.99
FEX_0003895	12.46	5.87	5.90	7.33	36.65	6.62	19.74	14.76
FEX_0003896	47.61	54.78	25.43	40.68	146.75	90.32	145.34	98.15
FEX_0003897	7.39	42.22	40.57	27.32	51.25	103.68	28.66	97.85
FEX_0003898	6.09	17.39	22.30	25.30	23.27	19.34	42.62	19.27
FEX_0003899	0.00	1.00	0.00	1.00	2.00	2.00	3.00	1.00
FEX_0003900	0.00	4.00	2.00	7.00	2.00	4.00	2.81	0.00
FEX_0003902	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003903	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0003904	0.00	0.00	0.00	0.00	0.00	0.00	6.00	1.00
FEX_0003905	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00
FEX_0003906	7.00	12.00	8.00	11.00	7.00	3.00	3.00	1.00
FEX_0003907	0.00	1.00	0.00	3.00	0.00	12.00	3.00	0.00
FEX_0003908	1.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00
FEX_0003909	265.66	485.06	378.10	313.76	626.57	646.55	505.61	535.25
FEX_0003910	256.60	367.68	286.30	305.76	341.90	462.04	382.97	110.92
FEX_0003911	390.40	382.32	369.70	395.24	258.23	400.96	405.03	45.08
FEX_0003912	13.34	29.94	29.90	18.24	21.43	16.45	4.39	32.75
FEX_0003913	88.00	83.00	24.00	88.00	17.00	42.00	23.00	9.00
FEX_0003914	2.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00
FEX_0003915	52.49	70.36	63.06	61.19	70.42	76.88	124.56	4.74
FEX_0003916	288.51	370.64	346.94	286.81	311.58	441.12	689.44	34.26
FEX_0003917	194.00	271.00	254.00	269.00	379.00	385.00	613.00	54.00
FEX_0003918	1256.23	1223.72	1388.65	1336.13	1365.07	1531.29	1700.99	526.97
FEX_0003919	132.30	137.64	122.10	140.54	334.93	161.56	144.58	71.27
FEX_0003920	426.67	366.72	689.98	422.67	518.24	469.30	738.17	87.40
FEX_0003921	57.00	96.00	27.00	72.00	137.00	66.00	35.00	164.00
FEX_0003922	121.38	194.55	83.49	141.74	308.46	143.86	85.87	474.52
FEX_0003923	1778.62	929.45	661.51	1067.26	625.54	922.14	994.13	87.48
FEX_0003924	158.00	189.00	227.00	331.00	355.00	201.00	195.00	82.00
FEX_0003925	1979.53	4198.85	2045.20	3579.16	6468.27	5854.62	3056.09	1481.52
FEX_0003926	203.47	284.15	169.80	223.84	257.73	197.38	143.91	53.48
FEX_0003927	5.00	6.00	10.00	12.00	1.00	17.00	23.00	5.00
FEX_0003928	2.00	5.00	4.00	7.00	2.00	12.00	0.00	8.00
FEX_0003929	43.53	35.80	4.05	1.05	6.68	29.52	11.61	3.21
FEX_0003930	30.00	132.00	55.00	89.00	272.00	122.00	80.00	257.00
FEX_0003931	0.00	0.00	0.00	4.00	0.00	1.00	1.00	0.00
FEX_0003932	4.00	8.00	2.00	8.00	17.00	7.00	14.00	23.00
FEX_0003933	8.00	3.00	4.00	10.00	19.00	15.00	12.00	17.00
FEX_0003934	559.15	391.40	628.55	393.72	316.29	611.85	858.62	44.08
FEX_0003935	186.85	249.60	209.45	263.28	415.71	299.15	257.38	130.92
FEX_0003936	290.00	301.00	230.00	266.00	277.00	294.00	709.00	80.00
FEX_0003937	1035.00	733.00	592.00	638.00	871.00	535.00	519.00	248.00
FEX_0003938	188.00	409.00	90.00	167.00	393.00	168.00	102.00	304.00
FEX_0003939	10.00	3.00	5.00	15.00	2.00	3.00	11.00	9.00
FEX_0003941	5372.15	9048.74	5193.20	9142.41	15237.61	11660.84	11099.53	5112.19
FEX_0003942	569.18	699.14	534.03	436.31	385.12	529.30	599.58	155.48
FEX_0003943	124.02	189.81	96.47	97.12	118.11	73.22	119.69	40.49
FEX_0003944	44.75	132.06	34.29	96.01	245.00	123.04	37.03	157.71
FEX_0003945	0.00	3.00	1.00	4.00	0.00	8.00	4.00	1.00
FEX_0003946	2.00	3.00	3.00	8.00	2.00	2.00	21.00	0.00
FEX_0003947	4.00	4.00	0.00	10.00	0.00	4.00	1.00	6.00
FEX_0003948	957.89	1884.20	1473.45	1285.51	1236.29	1383.73	1062.67	319.26
FEX_0003949	119.98	138.21	93.84	134.13	276.35	139.76	120.63	68.52
FEX_0003950	45.37	83.12	58.06	59.04	58.00	58.00	36.00	35.00
FEX_0003951	419.77	842.92	366.07	679.77	1354.61	715.21	572.09	395.58
